,FR-001,FR-003,FR-024,FR-025,FR-026,FR-027,FR-030,FR-039,FR-040,FR-051,FR-052,FR-053,FR-054,FR-060,FR-105,FR-110,FR-113,FR-115,FR-116,FR-118,FR-121,FR-125,FR-129,FR-132,FR-139,FR-142,FR-152,FR-156,FR-161,FR-162,FR-166,FR-169,FR-170,FR-173,FR-187,FR-191,FR-192,FR-193,FR-194,FR-195,FR-196,FR-198,FR-200,FR-202,FR-208,FR-211,FR-212,FR-213,FR-214,FR-215,FR-218,FR-221,FR-223,FR-229,FR-241,FR-249,FR-268,FR-275,FR-276,FR-281,FR-282,FR-293,FR-294,FR-298,FR-302,FR-305,FR-310,FR-312,FR-316,FR-328,FR-344,FR-349,FR-376,FR-382,FR-390,FR-393,FR-398,FR-399,FR-400,FR-404,FR-414,FR-419,FR-430,FR-449,FR-450,FR-451,FR-459,FR-460,FR-473,FR-474,FR-495,FR-496,FR-500,FR-503,FR-504,FR-505,FR-506,FR-507,FR-510,FR-539,FR-542,FR-548,FR-551,FR-552,FR-558,FR-568,FR-596,FR-606,FR-617,FR-626,FR-628,FR-643,FR-652,FR-654,FR-664,FR-666,FR-667,FR-672,FR-682,FR-684,FR-696,FR-716,FR-719,FR-721,FR-722,FR-723,FR-726,FR-728,FR-730,FR-734,FR-751,FR-759,FR-767,FR-768,FR-770,FR-772,FR-780,FR-783,FR-788,FR-790,FR-792,FR-812,FR-815,FR-817,FR-820,FR-823,FR-824,FR-825,FR-826,FR-827,FR-828,FR-829,FR-830,FR-835,FR-901,FR-902
OTU_128,0.0,0.0,0.0,3.59749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTU_129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTU_130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTU_131,0.15113,2.49089,1.03982,0.0,0.703,0.0,0.0041,0.39745,0.0027,1.77792,9.60991,0.26455,0.0,0.0,0.00696,0.28779,0.0,0.0,0.86004,0.0,0.0,0.83015,0.0,0.0,0.03743,0.0,0.05555,2.64375,0.0,4.06043,0.0,1.78761,0.0,0.39086,2.34306,0.0,1.36242,0.0,0.0,0.0,5.96998,0.06976,0.0,4.79569,0.0,0.30214,0.00912,0.0,15.90808,0.0,0.05439,0.0,0.0,0.18305,0.00359,2.21312,0.0,3.02029,0.66196,0.0,0.0,1.8472,0.00699,0.0,0.00079,0.005,0.00185,2.65721,0.0,0.56948,0.0,0.0,0.60524,0.0,0.00383,0.0,0.37976,0.0,1.26042,12.61151,0.0,0.00318,0.08064,1.396,0.0,0.00023,4.27866,0.0,0.0,0.0,0.55519,0.0,1.64173,0.00062,0.0,2.0215,0.0,0.01719,0.37153,0.00011,0.0,0.98885,1.37728,0.0,1.46522,0.0,0.05591,0.0,0.01772,1.23682,0.0004,0.51283,0.01885,0.00021,0.10421,0.00363,3.62404,0.9778,0.0,4.64805,0.02076,0.0,0.39669,0.0,0.0,0.03837,0.0,0.0,0.0,0.05195,0.00715,0.0,0.0,0.15107,0.0738,0.46636,5.30221,0.00621,0.01872,7.06391,0.0,0.0,0.00023,0.00218,2.47367,0.0,0.02119,0.0,10.509,0.02306,0.0,0.0036,0.0,0.01256,0.00047,2.21988
OTU_132,0.0,0.0,5.67372,0.08345,0.449,0.49903,0.2678,0.48045,0.03002,0.10808,1.31234,0.68904,3.87113,0.43942,0.12716,0.0337,0.03421,0.01915,0.0525,0.0,0.58955,0.06699,0.13874,0.01619,0.02934,0.08725,0.0,0.01046,0.05524,0.09326,0.0,0.84469,1.51583,0.0,0.0,0.00083,0.2796,0.19279,0.00539,0.86255,0.56281,0.24635,0.63936,1.12373,5.63403,0.76908,0.06465,0.52466,0.31451,0.0,0.92157,0.03327,0.02383,0.39586,1.52261,0.01359,0.31937,0.32971,0.02588,0.0,0.52338,0.12935,0.0,0.0,1.6534,0.07974,0.52794,0.0,0.0198,17.38661,0.15354,0.29992,0.22764,0.0,0.51684,2.12213,0.00641,0.11262,0.16569,1.85675,0.0,0.14123,0.13608,0.46337,8.66171,0.0,3.91152,2.9917,0.86108,0.13195,0.10391,0.0,0.78293,3.4238,0.50998,2.54058,0.29864,1.4391,0.03941,0.00042,1.29638,0.42996,0.13942,0.06471,0.05383,0.3022,2.48744,0.73444,0.01367,0.0,0.08573,0.07057,0.33348,0.13989,0.03426,0.62707,0.72567,0.33541,3.73203,0.28542,0.45484,0.28362,0.06035,21.68161,0.20279,0.30358,0.09217,0.72764,0.38357,0.81602,2.26955,0.43647,5.00082,0.07796,0.69049,0.0,0.3087,0.55384,0.22708,1.377,0.55971,0.87187,0.8861,0.0,0.42089,2.46963,11.92966,0.0,0.0038,0.7941,1.18824,0.13819,0.0,0.04782,0.0,0.0
OTU_133,6.33,5.33839,0.36067,0.05743,0.67573,3.28768,4.09824,0.01191,5.02909,0.64865,0.69597,0.27099,24.70121,2.17219,3.49987,8.00409,0.18348,0.07265,1.48955,4.57183,1.08483,1.64875,0.32402,1.16177,0.79475,1.27846,0.21784,0.29953,0.66569,0.48568,0.42432,1.05444,4.18282,1.75907,1.24621,1.07858,3.86161,1.03026,2.19796,14.89473,0.05511,0.14206,1.82111,1.27633,11.48624,2.1767,2.93224,2.51312,2.90869,0.00185,12.67321,0.83134,0.43656,3.94912,15.09668,6.98549,0.40142,0.73508,0.65421,13.90671,4.06157,1.44818,0.19035,9.69661,0.02669,0.74404,6.57427,0.70353,0.00142,14.72362,11.13696,0.12448,0.58055,6.84787,0.52612,5.66907,0.77145,1.26176,2.23605,1.99039,0.34802,0.48982,0.04638,0.06728,0.00344,4.66167,2.20033,2.23136,1.15524,2.48297,0.25063,2.7879,1.53973,2.68393,3.87945,5.607,3.24335,1.05796,0.72228,0.61327,5.65496,1.40672,0.66282,7.10075,1.29968,0.15275,1.4041,2.13543,0.04038,0.14859,0.00677,2.02595,2.65391,0.63388,0.56593,1.4795,10.35286,0.37468,3.86615,4.37963,2.12704,16.80112,0.59815,0.01381,0.16565,0.40218,1.99044,3.86792,2.8117,1.66173,1.50463,1.88943,23.81665,0.43906,2.53049,0.24223,0.71277,0.94583,9.35796,1.79085,0.07041,0.16313,5.45152,9.21973,2.39647,1.45967,0.04006,0.21975,0.73105,0.03429,11.77629,0.34801,14.70716,0.60088,0.00594,0.43606
OTU_134,1.26551,7.48921,0.42833,1.22331,0.81648,2.57495,0.95325,9.58598,10.48101,7.39651,6.67814,6.34344,0.00141,3.23479,0.77141,4.51842,0.79758,0.04091,3.33776,2.8454,0.00383,0.57188,0.87044,2.12137,2.69048,0.09168,0.15622,2.91843,0.86373,4.14096,5.35263,4.61107,5.30255,0.15381,1.26382,2.02527,1.13901,6.91625,3.43385,0.17049,1.75095,0.90853,0.0,5.63612,0.00093,1.27335,1.21071,2.1806,3.48842,0.0,0.0152,1.46856,0.07615,1.02402,3.64491,2.64055,0.16351,7.22277,1.71664,3.57267,0.15662,0.80271,0.11004,0.41929,2.16954,0.49881,2.71551,0.49816,0.06297,2.93531,3.71675,0.29814,1.2203,0.27765,0.00307,2.48943,0.60897,1.71768,0.86525,0.00033,1.37294,0.38615,0.07243,2.90141,2.84644,10.58206,0.5671,7.51709,0.3115,0.33637,0.19237,7.70839,1.82483,8.25577,1.25861,2.46448,1.57135,3.42955,1.48478,0.0,2.53465,0.2177,3.07076,1.83808,2.19605,0.98782,7.88296,1.86155,0.01807,1.93414,0.88367,0.69539,0.67156,4.34188,0.4974,1.89146,2.51307,0.80166,0.52636,1.38026,1.94086,6.03243,4.96141,4.97529,0.33863,1.35994,2.86156,3.17922,0.0,0.41875,2.82864,0.43531,0.08841,0.29282,0.01587,0.97723,18.86341,1.15093,0.4328,4.84889,3.1594,0.33916,1.32708,0.90789,7.77303,1.85229,0.0205,7.55288,1.89873,9.21283,7.59112,0.26115,21.64915,0.33233,0.01257,0.05708
OTU_135,0.2699,0.24976,0.00621,0.00142,0.02435,0.35127,0.0377,0.05719,0.03047,0.12054,1.0911,0.01755,0.00534,0.0,0.29251,0.06116,0.0091,0.0027,0.10142,0.05205,0.22515,0.01349,0.23329,0.10672,0.01021,0.03029,0.01649,0.05666,0.01992,0.06119,2.24484,0.03722,0.0,0.00058,0.01772,0.0,0.0,0.02918,0.0,0.0,0.01051,0.20519,0.01302,1.47853,0.04949,0.42754,0.06461,0.0,0.0,0.00037,0.34553,0.0,0.03974,0.36184,0.0,1.13274,0.01414,0.12203,0.05471,0.01675,0.16027,0.0,0.01032,0.0,0.01015,0.04017,0.00953,0.00063,0.00948,0.0,0.01245,0.03986,0.00041,0.12571,0.0,1.93163,0.03113,0.02802,0.14165,0.19258,0.06362,0.00083,0.0,0.00269,0.0,0.0,0.00166,0.03541,0.05101,0.03126,0.0,0.12873,0.02848,0.0,0.04552,0.04581,0.0838,0.0,0.08176,0.00214,0.0766,0.02924,0.62371,0.02087,0.15609,0.01592,0.04782,0.00102,0.0,0.05322,0.0,0.04543,0.05404,0.03226,0.00092,0.0,0.29095,0.07855,0.07225,0.59029,0.0,0.17068,0.0894,0.20113,0.06334,0.1028,0.0,0.0,0.03735,0.08578,0.06998,0.02143,0.31102,0.00475,0.02621,0.0,0.03808,0.01961,0.01677,0.0,0.0,0.13087,0.00117,0.0,0.0,0.1696,1.25535,0.90302,0.49828,0.16804,0.02071,0.00519,0.43449,0.06339,0.0,0.02194
OTU_136,0.0,0.067,0.08484,0.53228,0.05106,0.08241,0.07985,0.0,0.0,0.0,0.0,0.39216,0.0,0.0,0.0,0.01138,0.04301,0.02616,0.08258,0.20171,0.11805,0.12215,0.34941,0.05373,0.02996,0.0,0.01964,0.00602,0.0,0.16972,0.0,0.36781,0.14263,0.06154,0.28864,0.00913,0.02917,0.06613,0.06347,0.13142,0.0437,0.0,0.07299,0.0,0.1032,0.11502,0.18523,0.13818,0.14105,0.0,0.05539,0.68721,1.52463,0.0,0.14431,0.04003,0.0,0.31698,0.0,0.06645,0.0,0.29148,0.0,0.25889,0.09431,0.01873,0.20969,0.08898,0.02877,0.0,0.46265,0.0,0.02283,0.26679,0.0,0.39981,0.05356,0.10646,0.50665,0.0,0.0596,0.39451,0.0,1.39894,0.0,2.00424,0.0,0.0867,0.0,0.11384,0.44972,0.34133,0.23823,0.0,0.4584,0.51754,0.0296,0.06067,0.0292,0.0909,0.16879,0.21037,1.88876,0.21001,0.17041,0.23059,0.0,0.03213,0.00046,0.0,0.01014,0.00161,0.04203,0.31567,0.00999,0.1153,1.12085,0.1206,0.0,0.1587,0.0,0.0,0.15088,0.0,0.2127,0.03918,0.35185,0.0913,0.03625,0.03428,0.0,0.17166,0.0,0.69611,0.0,0.0,0.0,0.00155,0.733,0.0,0.47461,0.0,0.11237,0.0,0.0,0.0,0.0,0.0,0.00581,0.11463,0.0,0.0,0.0,0.00509,0.0,0.07889
OTU_137,0.39293,0.0,3.90201,1.76448,0.63823,2.02977,3.75693,2.45095,1.73946,0.0,0.42225,0.36437,1.32997,0.2348,1.2432,0.0,0.80273,0.05702,0.23465,0.0,0.0,0.66004,1.06815,3.18918,0.05153,0.47339,0.2114,0.89581,0.4601,3.29365,0.55067,0.90804,1.21921,0.05009,2.16875,0.0,1.50709,0.0,0.427,0.0,0.10992,0.39197,0.92703,0.11231,0.0,1.12256,3.05363,0.53778,0.89951,0.0,0.0,0.0,0.12187,0.15663,3.31311,1.11771,0.001,0.05303,1.03167,2.42134,0.0,5.84758,0.26675,0.0,1.11054,0.04169,3.07342,1.47702,0.1732,1.90828,0.92146,0.35952,0.36657,0.15468,0.00297,0.0,2.26457,1.13443,3.64334,0.16963,0.17521,0.41312,0.08979,0.49312,0.0,0.83603,0.85075,1.00097,0.0,1.32286,0.9634,1.81301,2.7218,0.58745,1.79577,0.00471,0.22051,0.00487,1.28598,2.02075,0.03017,0.04449,1.38884,1.51502,1.57715,0.29566,0.0,0.33278,0.03087,0.70781,0.00164,1.62309,0.26979,4.13643,0.31286,0.65577,0.0,0.7441,0.0,0.82754,0.0,1.79374,1.31397,0.0,0.0,0.93985,0.0,0.17274,0.53895,1.49104,0.5637,0.0,3.08659,0.14706,0.08208,0.0,0.92715,0.49071,1.48868,1.74382,1.41218,1.03919,2.68593,0.0,0.0,0.0,0.0,0.0,0.06518,2.31126,2.80695,0.07221,0.0,0.14936,0.0,1.69707
OTU_138,0.0,0.0,0.0,0.0,0.00065,0.00093,0.0,0.0,0.0,0.0,0.0,0.01727,0.00769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00092,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTU_139,0.06724,0.0,0.01232,0.07845,0.0111,0.0,0.14544,0.18898,0.0,0.18752,0.0,0.0,0.13874,0.11928,0.0,0.00498,0.0,0.0,0.0,0.01061,0.0,0.00923,0.01275,0.07085,0.0,0.0,0.0,0.0,0.00166,0.09394,0.15916,0.09039,0.0544,0.0,0.00124,0.0,0.0,0.04665,0.0,0.0,0.08032,0.0,0.16722,0.05049,0.0,0.00556,0.00989,0.09341,0.07797,0.0,0.0,0.03343,0.0,0.0,0.10717,0.0,0.00131,0.23209,0.00897,0.07128,0.0,0.24286,0.0,0.0,0.07831,0.00113,0.02984,0.02521,0.0,0.01322,0.0,0.0,0.03919,0.0,0.00058,0.0,0.0,0.0,0.00516,0.0,0.0,0.0,0.0,0.00966,0.07859,0.01841,0.16134,0.78221,0.0,0.0,0.0,0.08117,0.0,0.01659,0.03926,0.0,0.05482,0.08237,0.0,0.00095,0.0,0.00333,0.0,0.01614,0.0,0.00018,0.0,0.06989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02318,0.0,0.04426,0.0,0.0,0.04072,0.06002,0.0,0.0,0.12549,0.0,0.0,0.09892,0.00289,0.0,0.0,0.0,0.0,0.0,0.1921,0.24275,0.01824,0.02398,0.04739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02344,0.17249,0.0,0.0,0.0,0.02437,0.0,0.03659
OTU_140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTU_141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTU_142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTU_143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTU_144,0.44773,0.34463,1.5246,0.46023,0.55529,0.37545,0.59841,0.74855,0.86153,0.0,0.0,0.22918,0.33945,0.0,0.36932,0.82946,0.33344,0.0,0.0,0.51007,0.56153,0.0,0.56359,1.21353,0.21867,0.0,0.15906,0.28005,0.10321,0.61839,0.0,0.35625,0.35282,0.0,0.32914,0.0,0.56963,0.68357,0.22337,0.0,0.0,0.56066,0.26434,0.0,0.0,0.5171,0.57498,0.41773,0.0,0.0,0.70934,0.45201,0.0,0.0,0.51847,1.01091,0.19296,3.30006,0.25861,0.82649,0.0,3.73634,0.30539,0.0,1.12153,0.0,0.51859,0.16587,0.0,0.33906,0.09625,0.0,0.22458,0.3311,0.0,0.88401,0.44621,0.3824,0.89685,0.40981,0.34947,1.05744,0.0,1.05749,3.20031,1.2812,0.57091,2.34376,1.14413,0.85182,0.1193,0.15877,0.53856,0.61004,0.73324,1.46397,1.19019,0.95932,0.24538,0.4527,0.0,0.0,2.40581,0.46048,0.87092,0.15697,0.0,0.1148,0.0,0.0,0.0,0.29151,1.20268,0.68873,0.3876,0.39632,0.73414,0.73647,0.0,0.53154,0.17808,0.11318,0.37861,1.41066,3.63755,0.99586,0.22281,0.5121,0.0,0.67167,1.15765,0.47454,0.0,0.24033,0.0,0.0,0.65922,0.26042,0.13175,0.82226,1.06913,3.81548,0.29786,0.0,0.11648,0.0,0.0,6.79732,0.15434,1.78726,1.00282,0.37466,0.0,0.0,0.0,0.64815
OTU_145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33082,0.16075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05927,0.0,0.0,0.02862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01641,0.0,0.0,0.10688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01608,0.06787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.00292,0.0
OTU_146,0.0,0.46608,0.46475,0.02982,0.09445,1.16717,0.00023,0.02931,0.48569,0.27522,0.0,3.31489,0.0,0.03254,1.18379,0.0,0.00262,0.02543,1.9907,4.92176,0.0,0.0,1.08253,1.88194,0.37917,0.0,0.30921,0.12138,0.0,1.56797,0.0,2.08343,0.44905,0.08398,0.81189,0.00143,0.0,0.16257,0.00309,0.48357,1.69993,9.02793,0.03017,0.49433,17.06879,0.15536,0.0153,0.36447,0.21721,0.0,0.02011,0.05571,0.14362,0.71992,0.59414,2.12286,0.02385,2.93304,0.0,0.32541,0.13263,0.24393,0.00528,0.17462,0.35558,0.16764,0.04157,1.20623,0.00496,0.94103,0.02699,0.00045,0.00521,0.0,0.34594,0.36623,0.00384,0.3562,0.0392,0.07708,0.21619,0.1399,0.03122,2.09963,3.86625,0.43778,2.76758,1.35829,0.0,0.11717,0.94357,0.0,0.0,3.86789,0.38906,5.71307,0.0011,3.72582,0.43235,0.00116,0.03717,0.28831,0.71086,1.4893,0.54088,0.18025,0.36116,0.11011,0.01168,0.06414,0.00186,0.00958,0.27565,2.11451,0.00964,0.81058,0.62405,0.00121,2.43712,0.03695,2.48469,0.0,0.05475,0.0043,0.32683,0.03046,0.0,0.11214,0.0,0.0007,3.101,0.07551,0.48073,0.08893,0.0,0.77346,0.80206,1.08234,0.0,0.0,0.88381,0.05125,0.45182,0.04422,0.10299,0.45061,0.00088,0.0,0.87742,0.01978,0.2367,0.00696,0.0,0.00455,0.0,2.24859
